PROC_REA,NOME_PROC
408020563,TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO ANTEBRACO
408020571,TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO UMERO
408020580,TRATAMENTO CIRURGICO DE PSEUDARTROSE AO NIVEL DO COTOVELO
408020598,TRATAMENTO CIRURGICO DE PSEUDARTROSE NA REGIAO METAFISE-EPIFISARIA DISTAL DO RADIO E ULNA
408020601,TRATAMENTO CIRURGICO DE PSEUDO-RETARDO / CONSOLIDACAO / PERDA OSSEA AO IIVEL DO CARPO
408020610,TRATAMENTO CIRURGICO DE ROTURA / DESINSERCAO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MAO
408020628,TRATAMENTO CIRURGICO DE SINDACTILIA DA MAO (POR ESPACO INTERDIGITAL)
408020644,TRATAMENTO CIRURGICO P/ CENTRALIZACAO DO PUNHO
408030020,ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR UM NIVEL
408030038,ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR DOIS NIVEIS
408030046,ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR SEIS NIVEIS
408030054,ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR TRES NIVEIS
408030062,ARTRODESE CERVICAL ANTERIOR TRES NIVEIS
408030070,ARTRODESE CERVICAL ANTERIOR DOIS NIVEIS
408030089,ARTRODESE CERVICAL ANTERIOR C1-C2 VIA TRANS-ORAL / EXTRA-ORAL
408030100,ARTRODESE CERVICAL ANTERIOR QUATRO NIVEIS
408030119,ARTRODESE CERVICAL ANTERIOR UM NIVEL
408030127,ARTRODESE CERVICAL POSTERIOR C1-C2
408030135,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NIVEL
408030143,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NIVEIS
408030151,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NIVEIS
408030160,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NIVEIS
408030178,ARTRODESE OCCIPTO-CERVICAL (C2) POSTERIOR
408030267,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NIVEL
408030275,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRES NIVEIS
408030283,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NIVEIS
408030291,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NIVEIS,"
408030305,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NIVEIS,"
408030313,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NIVEIS,"
408030321,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS,"
408030380,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NIVEL C/ MICROSCOPIO)
408030399,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NIVEL)
408030402,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NIVEIS)
408030410,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NIVEIS C/ MICROSCOPIO)
408030437,DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NIVEL)
408030470,DRENAGEM CIRURGICA DO ILIOPSOAS
408030534,RESSECCAO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL / DISTAL A C2 (MAIS DE 2 SEGMENTOS)
408030542,RESSECCAO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL DISTAIL A C2 (AT 2 SEGMENTOS)
408030607,RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA POSTERIOR
408030631,REVISAO DE ARTRODESE / TRATAMENTO CIRURGICO DE PSEUDARTROSE DA COLUNA TORACO-LOMBO-SACRA POSTERIOR
408030739,TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR OITO NIVEIS
408030771,TRATAMENTO CIRURGICO DESCOMPRESSIVO AO NIVEL DO DESFILADEIRO TORACICO
408030801,TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS
408030879,TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR TRES NIVEIS
408030887,TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR QUATRO NIVEIS
408040025,ARTRODESE DA SINFISE PUBICA
408040041,ARTROPLASTIA DE QUADRIL (NAO CONVENCIONAL)
408040050,ARTROPLASTIA PARCIAL DE QUADRIL
408040076,ARTROPLASTIA DE REVISAO OU RECONSTRUCAO DO QUADRIL
408040084,ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL CIMENTADA
408040092,ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NAO CIMENTADA / HIBRIDA
408040106,DESARTICULACAO COXOFEMORAL
408040130,EPIFISIODESE FEMORAL PROXIMAL IN SITU
408040149,OSTECTOMIA DA PELVE
408040157,OSTEOTOMIA DA PELVE
408040165,RECONSTRUCAO OSTEOPLASTICA DO QUADRIL
408040173,REDUCAO INCRUENTA C/ MANIPULACAO DE LUXACAO ESPONTANEA / PROGRESSIVA DO QUADRIL COM APLICACA
408040190,REDUCAO INCRUENTA DE LUXACAO COXOFEMORAL TRAUMATICA / POS-ARTROPLASTIA
408040203,REDUCAO INCRUENTA DISJUNCAO / LUXACAO / FRATURA / FRATURA-LUXACAO AO NIVEL DO ANEL PELVICO
408040238,TRANSPOSICAO / ALONGAMENTO MIOTENDINOSO DO ILIOPSOAS EM DOENCA NEUROMUSCULAR
408040254,TRATAMENTO CIRURGICO DE ASSOCIACAO FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL P
408040262,TRATAMENTO CIRURGICO DE FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL PELVICO ANTER
408040289,TRATAMENTO CIRURGICO DE FRATURA / LUXACAO COXOFEMORAL C/ FRATURA DA EPIFISE FEMORAL
408040297,TRATAMENTO CIRURGICO DE FRATURA DO ACETABULO
408040319,TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DA ARTICULACAO COXOFEMORAL (DUPLO ACESSO)
408040335,TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL TRAUMATICA / POS-ARTROPLASTIA
408040343,TRATAMENTO CIRURGICO DE LUXACAO ESPONTANEA / PROGRESSIVA / PARALITICA DO QUADRIL
408050012,AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES
408050020,AMPUTACAO / DESARTICULACAO DE PE E TARSO
408050039,ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR
408050055,ARTROPLASTIA TOTAL DE JOELHO - REVISAO / RECONSTRUCAO
408050063,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO
408050080,FASCIOTOMIA DE MEMBROS INFERIORES
408050101,PATELECTOMIA TOTAL OU PARCIAL
408050110,QUADRICEPSPLASTIA
408050128,REALINHAMENTO DO MECANISMO EXTENSOR DO JOELHO
408050136,RECONSTRUCAODE TENDAO PATELAR / TENDAO QUADRICIPITAL
408050144,RECONSTRUCAO LIGAMENTAR DO TORNOZELO
408050152,RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO
408050160,RECONSTRUCAOLIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR)
408050179,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR COM OU SEM ANTERIOR)
408050195,REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE
408050209,REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DOS METATARSIANOS
408050217,REDUCAO INCRUENTA DE FRATURA / LUXACAO / FRATURA-LUXACAO DO TORNOZELO
408050225,REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA
408050233,REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA PROXIMAL DO FEMUR
408050268,REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO JOELHO
408050322,REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO
408050330,REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE)
408050349,REVISAO CIRURGICA DO PE TORTO CONGENITO
408050373,TENOSINOVECTOMIA EM MEMBRO INFERIOR
408050390,TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR
408050454,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE
408050462,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS
408050470,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS
408050489,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE)
408050497,TRATAMENTO CIRURGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXACAO DO TORNOZELO
408050500,TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DA TIBIA
408050519,TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DO FEMUR
408050527,TRATAMENTO CIRURGICO DE FRATURA DA PATELA POR FIXACAO INTERNA
408050535,TRATAMENTO CIRURGICO DE FRATURA DO CALCANEO
408050543,TRATAMENTO CIRURGICO DE FRATURA DO PILAO TIBIAL
408050551,TRATAMENTO CIRURGICO DE FRATURA DO PLANALTO TIBIAL
408050560,TRATAMENTO CIRURGICO DE FRATURA DO TALUS
408050578,TRATAMENTO CIRURGICO DE FRATURA DO TORNOZELO UNIMALEOLAR
408050586,TRATAMENTO CIRURGICO DE FRATURA INTERCONDILEANA / DOS CONDILOS DO FEMUR
408050594,TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA AO NIVEL DO JOELHO
408050608,TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DISTAL DE TIBIA
408050616,TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA
408050624,TRATAMENTO CIRURGICO DE FRATURA SUPRACONDILEANA DO FEMUR (METAFISE DISTAL)
408050632,TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA
408050659,TRATAMENTO CIRURGICO DE HALUX VALGUS COM OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO
408050667,TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO)
408050675,TRATAMENTO CIRURGICO DE LESAO EVOLUTIVA FISARIA NO MEMBRO INFERIOR
408050683,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO AO NIVEL DO JOELHO
408050691,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTER-FALANGIANA
408050705,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO SUBTALAR E INTRA-TARSICA
408050713,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO TARSO-METATARSICA
408050721,TRATAMENTO CIRURGICO DE METATARSO PRIMO VARO
408050730,TRATAMENTO CIRURGICO DE PE CAVO
408050748,TRATAMENTO CIRURGICO DE PE PLANO VALGO
408050764,TRATAMENTO CIRURGICO DE PE TORTO CONGENITO
408050780,TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA AO NIVEL DO TARSO
408050799,TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE DO FEMU
408050829,TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO PE
408050837,TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA METAFISE DISTAL DO
408050845,TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO AO NIVEL DO JOELHO
408050861,TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE TIBIAL
408050870,TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO/ PERDA OSSEA DA METAFISE TIBIAL
408050888,TRATAMENTO CIRURGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL
408050896,TRATAMENTO CIRURGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL
408050900,TRATAMENTO CIRURGICO DO HALUX RIGIDUS
408050918,TRATAMENTO CIRURGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO
408050926,TRATAMENTO DAS LESOES OSTEO-CONDRAIS POR FIXACAO OU MOSAICOPLASTIA JOELHO/TORNOZELO
408060018,ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO
408060034,ALONGAMENTO E/OU TRANSPORTE OSSEO DE OSSOS LONGOS (EXCETO DA MAO E DO PE)
408060042,AMPUTACAO / DESARTICULACAO DE DEDO
408060050,ARTRODESE DE PEQUENAS ARTICULACOES
408060069,ARTROPLASTIA DE RESSECCAO DE MEDIA / GRANDE ARTICULACAO
408060085,BURSECTOMIA
408060093,DESCOMPRESSAO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA
408060123,EXPLORACAO ARTICULAR C/ OU S/ SINOVECTOMIA DE MEDIAS / GRANDES ARTICULACOES
408060131,EXPLORACAO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULACOES
408060140,FASCIECTOMIA
408060158,MANIPULACAO ARTICULAR
408060166,OSTECTOMIA DE OSSOS DA MAO E/OU DO PE
408060174,OSTECTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE
408060182,OSTEOTOMIA DE OSSOS DA MAO E/OU DO PE
408060190,OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE
408060212,RESSECCAO DE CISTO SINOVIAL
408060239,RESSECCAO DE TUMOR E RECONSTRUCAO C/ RETALHO MICROCIRURGICO
408060247,RESSECCAO DE TUMOR E RECONSTRUCAO C/ RETALHO NAO MICROCIRURGICO (EXCETO MAO E PE)
408060271,RESSECCAO DE TUMOR OSSEO E RECONSTRUCAO C/ ENXERTO
408060280,RESSECCAO DE TUMOR OSSEO E RECONSTRUCAO C/ RETALHO NAO MICROCIRURGICO (APENAS MAO E PE)
408060310,RESSECCAO SIMPLES DE TUMOR OSSEO / DE PARTES MOLES
408060328,RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR
408060336,RETIRADA DE CORPO ESTRANHO INTRA-OSSEO
408060344,RETIRADA DE ESPACADORES / OUTROS MATERIAIS
408060352,RETIRADA DE FIO OU PINO INTRA-OSSEO
408060360,RETIRADA DE FIXADOR EXTERNO
408060379,RETIRADA DE PLACA E/OU PARAFUSOS
408060387,RETIRADA DE PROTESE DE SUBSTITUICAO DE GRANDES ARTICULACOES (OMBRO / COTOVELO / QUADRIL / JOELHO
408060395,RETIRADA DE PROTESE DE SUBSTITUICAO EM PEQUENAS E MEDIAS ARTICULACOES
408060425,REVISAO CIRURGICA DE COTO DE AMPUTACAO DOS DEDOS
408060441,TENOLISE
408060450,TENOMIORRAFIA
408060468,TENOMIOTOMIA / DESINSERCAO
408060476,TENOPLASTIA OU ENXERTO DE TENDAO UNICO
408060484,TENORRAFIA UNICA EM TUNEL OSTEO-FIBROSO
408060514,TRANSPLANTE MUSCULO-CUTANEO C/ MICRO-ANASTOMOSE NO TRONCO / EXTREMIDADE
408060530,TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA MULTIPLA
408060549,TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA UNICA
408060557,TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA (GRANDES E MEDIAS ARTICULACOES)
408060565,TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA DAS PEQUENAS ARTICULACOES
408060573,TRATAMENTO CIRURGICO DE DEDO EM MARTELO / EM GARRA (MAO E PE)
408060581,TRATAMENTO CIRURGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR
408060590,TRATAMENTO CIRURGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MAO E DO PE
408060603,TRATAMENTO CIRURGICO DE HERNIA MUSCULAR
408060611,TRATAMENTO CIRURGICO DE INFECCAO EM ARTROPLASTIA DAS MEDIAS / PEQUENAS ARTICULACOES
408060620,TRATAMENTO CIRURGICO DE INFECCAO POS-ARTROPLASTIA (GRANDES ARTICULACOES)
408060638,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO INTER-FALANGEANA
408060662,TRATAMENTO CIRURGICO DE POLIDACTILIA ARTICULADA
408060700,TRATAMENTO CIRURGICO DE SINDACTILIA SIMPLES (DOIS DEDOS)
409010022,CISTECTOMIA PARCIAL
409010057,CISTOENTEROPLASTIA
409010065,CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA
409010081,CISTORRAFIA
409010090,CISTOSTOMIA
409010138,DRENAGEM DE ABSCESSO RENAL / PERI-RENAL
409010146,EXTRACAO ENDOSCOPICA DE CALCULO EM PELVE RENAL
409010170,INSTALACAO ENDOSCOPICA DE CATETER DUPLO J
409010189,LITOTRIPSIA
409010200,NEFRECTOMIA PARCIAL
409010219,NEFRECTOMIA TOTAL
409010227,NEFROLITOTOMIA
409010235,NEFROLITOTOMIA PERCUTANEA
409010286,NEFROSTOMIA COM OU SEM DRENAGEM
409010294,NEFROSTOMIA PERCUTANEA
409010316,PIELOLITOTOMIA
409010324,PIELOPLASTIA
409010367,RESSECCAO DO COLOVESICAL / TUMOR VESICAL A CEU ABERTO
409010383,RESSECCAO ENDOSCOPICA DE LESAO VESICAL
409010391,RETIRADA PERCUTANEA DE CALCULO URETERAL COM CATETER
409010413,TRATAMENTO CIRURGICO DE BEXIGA NEUROGENICA
409010430,TRATAMENTO CIRURGICO DE CISTOCELE
409010456,TRATAMENTO CIRURGICO DE FISTULA VESICO-ENTERICA
409010480,TRATAMENTO CIRURGICO DE HEMORRAGIA VESICAL(FORMOLIZACAO DA BEXIGA)
409010499,TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL
409010510,TRATAMENTO CIRURGICO DE URETEROCELE
409010537,URETEROCISTONEOSTOMIA
409010561,URETEROLITOTOMIA
409010570,URETEROPLASTIA
409010588,URETEROSTOMIA CUTANEA
409010596,URETEROLITOTRIPSIA TRANSURETEROSCOPICA
409020044,INJECAO DE GORDURA /TEFLON PERI-URETRAL
409020079,MEATOTOMIA SIMPLES
409020087,RESSECCAO DE CARUNCULAURETRAL.
409020125,URETROPLASTIA (RESSECCAO DE CORDA)
409020133,URETROPLASTIA AUTOGENA
409020150,URETRORRAFIA
409020176,URETROTOMIA INTERNA
409030015,DRENAGEM DE ABSCESSO PROSTATICO
409030023,PROSTATECTOMIA SUPRAPUBICA
409030031,PROSTATOVESICULECTOMIA RADICAL
409030040,RESSECCAO ENDOSCOPICA DE PROSTATA
409040010,DRENAGEM DE ABSCESSO DA BOLSA ESCROTAL
409040096,EXPLORACAO CIRURGICA DA BOLSA ESCROTAL
409040126,ORQUIDOPEXIA BILATERAL
409040134,ORQUIDOPEXIA UNILATERAL
409040142,ORQUIECTOMIA SUBCAPSULAR BILATERAL
409040169,ORQUIECTOMIA UNILATERAL
409040185,REPARACAO E OPERACAO PLASTICA DO TESTICULO
409040215,TRATAMENTO CIRURGICO DE HIDROCELE
409040223,TRATAMENTO CIRURGICO DE TORCAO DO TESTICULO DO CORDAO ESPERMATICO
409040231,TRATAMENTO CIRURGICO DE VARICOCELE
409040240,VASECTOMIA
409050024,CORRECAO DE EPISPADIA
409050032,CORRECAO DE HIPOSPADIA (1¶õ TEMPO)
409050040,CORRECAO DE HIPOSPADIA (SEGUNDO TEMPO)
409050075,PLASTICA TOTAL DO PENIS
409050083,POSTECTOMIA
409050091,RESTAURACAO DA FUNCAO ERETIL DO PENIS
409050113,TRATAMENTO CIRURGICO DE PRIAPRISMO
409050130,CIRURGIAS COMPLEMENTARES DE REDESIGNACAO SEXUAL
409050148,REDESIGNACAO SEXUAL NO SEXO MASCULINO
409060011,CERCLAGEM DE COLO DO UTERO
409060020,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR C/ AMPUTACAO DE COLO
409060038,EXCISAO TIPO 3 DO COLO UTERINO
409060046,CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO
409060054,CURETAGEM UTERINA EM MOLA HIDATIFORME
409060070,ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU)
409060100,HISTERECTOMIA (POR VIA VAGINAL)
409060119,HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL)
409060127,HISTERECTOMIA SUBTOTAL
409060135,HISTERECTOMIA TOTAL
409060143,HISTERECTOMIA TOTAL AMPLIADA (WERTHEIN-MEIGS)
409060151,HISTERECTOMIA VIDEOLAPAROSCOPICA
409060178,HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO
409060186,LAQUEADURA TUBARIA
409060194,MIOMECTOMIA
409060208,MIOMECTOMIA VIDEOLAPAROSCOPICA
409060216,OOFORECTOMIA / OOFOROPLASTIA
409060232,SALPINGECTOMIA UNI / BILATERAL
409060240,SALPINGECTOMIA VIDEOLAPAROSCOPICA
409060267,SALPINGOPLASTIA VIDEOLAPAROSCOPICA
409060275,TRAQUELOPLASTIA
409070017,ALARGAMENTO DA ENTRADA VAGINAL
409070025,COLPECTOMIA
409070033,COLPOCLEISE (CIRURGIA DE LE FORT)
409070050,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR
409070068,COLPOPERINEOPLASTIA POSTERIOR
409070076,COLPOPERINEORRAFIA NAO OBSTETRICA
409070084,COLPOPLASTIA ANTERIOR
409070092,COLPORRAFIA NAO OBSTETRICA
409070130,EPISIOPERINEORRAFIA NAO OBSTETRICA
409070149,EXERESE DE CISTO VAGINAL
409070157,EXERESE DE GLANDULA DE BARTHOLIN / SKENE
409070190,MARSUPIALIZACAO DE GLANDULA DE BARTOLIN
409070203,OPERACAO DE BURCH
409070220,TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS
409070238,TRATAMENTO CIRURGICO DE FISTULA RETO-VAGINAL
409070254,TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL
409070262,TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS
409070270,TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL
409070289,TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA
409070300,VULVECTOMIA SIMPLES
410010014,DRENAGEM DE ABSCESSO DE MAMA
410010065,MASTECTOMIA SIMPLES
410010073,PLASTICA MAMARIA FEMININA NAO ESTETICA
410010081,PLASTICA MAMARIA MASCULINA
410010090,PLASTICA MAMARIA RECONSTRUTIVA POS MASTECTOMIA C/ IMPLANTE DE PROTESE
410010111,SETORECTOMIA / QUADRANTECTOMIA
410010120,SETORECTOMIA / QUADRANTECTOMIA C/ ESVAZIAMENTO GANGLIONAR
410010138,RETIRADA DE PROTESE MAMARIA UNILATERAL EM CASOS DE COMPLICACAO DA PROTESE MAMARIA IMPLANTADA
410010154,"RETIRADA DE PROTESE MAMARIA UNILATERAL EM CASOS DE COMPLICACAO DE IMPLANTACAO DA PROTESE, COM"
410010200,PLASTICA MAMARIA RECONSTRUTIVA BILATERAL INCLUINDO PROTESE MAMARIA DE SILICONE BILATERAL NO PROCE
410010219,RECONSTRUCAO MAMARIA POS-MASTECTOMIA TOTAL
411010026,PARTO CESARIANO EM GESTACAO DE ALTO RISCO
411010034,PARTO CESARIANO
411010042,PARTO CESARIANO C/ LAQUEADURA TUBARIA
411010077,SUTURA DE LACERACOES DE TRAJETO PELVICO
411010085,TRATAMENTO CIRURGICO DE INVERSAO UTERINA AGUDA POS PARTO
411020013,CURETAGEM POS-ABORTAMENTO / PUERPERAL
411020030,HISTERECTOMIA PUERPERAL
411020048,TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA
412010038,"COLOCACAO DE PROTESE LARINGO-TRAQUEAL, TRAQUEAL, TRAQUEO-BRONQUICA, BRONQUICA POR VIA ENDOSCOPIC"
412010046,COLOCACAO DE PROTESE LARINGO TRAQUEAL/ TRAQUEO-BRONQUICA (INCLUI PROTESE)
412010097,TRAQUEOPLASTIA POR ACESSO TORACICO
412010100,TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA
412010119,TRAQUEORRAFIA E/OU FECHAMENTO DE FISTULA TRAQUEO-CUTANEA
412010135,TRATAMENTO CIRURGICO DE FISTULA BRONCOPLEURAL COM AMPUTACAO DE COTO BRONQUICO
412020017,MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR
412020033,MEDIASTINOTOMIA P/ DRENAGEM
412020050,RESSECCAO DE TUMOR DO MEDIASTINO
412020068,TIMECTOMIA
412020084,TRATAMENTO DE MEDIASTINITE (QUALQUER VIA)
412030012,DESCORTICACAO PULMONAR
412030047,FECHAMENTO DE PLEUROSTOMIA
412030080,TRATAMENTO DE COAGULO RETIDO INTRATORACICO (QUALQUER VIA)
412030098,PLEUROSTOMIA
412030101,DRENAGEM TUBULAR PLEURAL ABERTA (PLEUROSTOMIA)
412030110,PLEURODESE
412040018,COSTECTOMIA
412040026,ESTERNECTOMIA COM OU SEM PROTESE
412040115,RETIRADA DE CORPO ESTRANHO DA PAREDE TORACICA
412040131,TORACECTOMIA SEM RECONSTRUCAO PARIETAL
412040158,TORACOPLASTIA (QUALQUER TECNICA)
412040166,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA
412040174,TORACOTOMIA EXPLORADORA
412040182,TRATAMENTO CIRURGICO DE DEFEITOS CONGENITOS DO TORAX
412040190,"TRATAMENTO CIRURGICO DE FRATURA, NECROSE OU INFECCAO DO ESTERNO"
412040212,TRATAMENTO CIRURGICO DE PAREDE TORACICA
412050013,BULECTOMIA UNI OU BILATERAL
412050048,LOBECTOMIA PULMONAR
412050102,"RESSECCAO EM CUNHA, TUMORECTOMIA / BIOPSIA DE PULMAO A CEU ABERTO"
412050145,METASTASECTOMIA PULMONAR UNI OU BILATERAL (QUALQUER METODO)
412050153,TROMBOENDARTERECTOMIA PULMONAR
413010015,ATENDIMENTO DE URGENCIA EM MEDIO E GRANDE QUEIMADO
413010066,TRATAMENTO DE GRANDE QUEIMADO
413010082,TRATAMENTO DE MEDIO QUEIMADO
413010090,TRATAMENTO DE PEQUENO QUEIMADO
413030067,RECONSTRUCAO GLUTEA E/OU PERIANAL EM PACIENTE COM LIPODISTROFIA GLUTEA DECORRENTE DO USO DE ANTI-
413040020,CORRECAO DE RETRACAO CICATRICIAL VARIOS ESTAGIOS
413040046,DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLASTICA ABDOMINAL)
